link,date,time,p1 breakbar start,p1 breakbar end,p1 end,s1 start,s1 add1 death,s1 add2 death,s1 add3 death,s1 add4 death,p2 start,p2 breakbar start,p2 breakbar end,p2 end,s2 start,s2 add1 death,s2 add2 death,s2 add3 death,s2 add4 death,p3 start,p3 breakbar start,p3 breakbar end,p3 end
https://dps.report/IfD0-20230919-181847_gors,2023.09.19,18:18:47,14.121,14.363,21.631,22.964,,,,,,,,,,,,,,,,,
https://dps.report/DXVF-20230919-182017_gors,2023.09.19,18:20:17,13.784,14.034,,,,,,,,,,,,,,,,,,,
https://dps.report/q0L6-20230919-182234_gors,2023.09.19,18:22:34,13.966,14.204,20.951,21.118,31.871,36.271,37.675,36.886,37.606,56.392,56.626,59.618,59.76,79.086,80.781,80.079,73.19,80.711,,,
https://dps.report/sarF-20230919-182757_gors,2023.09.19,18:27:57,12.463,12.691,20.497,20.818,,,,,,,,,,,,,,,,,
https://dps.report/MF4J-20230919-183154_gors,2023.09.19,18:31:54,12.731,12.957,21.569,,,,,,,,,,,,,,,,,,
https://dps.report/8eVX-20230919-183310_gors,2023.09.19,18:33:10,14.222,14.454,22.05,,,,,,,,,,,,,,,,,,
https://dps.report/Rj0e-20230919-183417_gors,2023.09.19,18:34:17,12.352,12.418,,,,,,,,,,,,,,,,,,,
https://dps.report/kcJB-20230919-183644_gors,2023.09.19,18:36:44,14.208,14.448,20.972,21.124,34.082,33.081,38.793,36.683,38.777,57.886,58.135,61.924,62.097,83.992,81.704,76.53,82.4,83.954,,,
https://dps.report/e8bL-20230919-183746_gors,2023.09.19,18:37:46,,,,,,,,,,,,,,,,,,,,,
https://dps.report/MvHR-20230919-184021_gors,2023.09.19,18:40:21,14.125,14.373,20.695,20.854,32.47,35.465,37.068,34.967,37.053,56.375,56.602,59.129,59.313,78.467,80.573,80.976,72.276,80.903,96.974,97.225,
https://dps.report/iumU-20230919-184135_gors,2023.09.19,18:41:35,13.156,13.405,22.169,,,,,,,,,,,,,,,,,,
https://dps.report/NRH1-20230919-184511_gors,2023.09.19,18:45:11,12.975,13.202,20.799,20.975,33.061,35.569,39.358,34.151,39.298,58.36,58.604,60.493,60.646,78.48,82.659,80.951,80.059,82.568,98.858,99.099,
https://dps.report/3x0A-20230919-184701_gors,2023.09.19,18:47:01,14.072,14.322,21.463,,,,,,,,,,,,,,,,,,
https://dps.report/W7SI-20230919-184915_gors,2023.09.19,18:49:15,13.823,14.058,21.221,22.057,,,,,,,,,,,,,,,,,
https://dps.report/tJrZ-20230919-185158_gors,2023.09.19,18:51:58,14.126,14.373,20.444,20.677,35.365,35.859,36.758,33.252,36.648,57.729,57.954,,,,,,,,,,
https://dps.report/ToX1-20230919-185312_gors,2023.09.19,18:53:12,13.296,13.524,20.873,21.638,,,,,,,,,,,,,,,,,
https://dps.report/pC9j-20230919-185447_gors,2023.09.19,18:54:47,14.447,14.709,21.505,21.843,,,,,,,,,,,,,,,,,
https://dps.report/AJDk-20230919-185614_gors,2023.09.19,18:56:14,13.079,13.312,21.128,,,,,,,,,,,,,,,,,,
https://dps.report/EpjJ-20230919-185749_gors,2023.09.19,18:57:49,13.289,13.535,20.712,21.644,,,,,,,,,,,,,,,,,
https://dps.report/cAGV-20230919-190012_gors,2023.09.19,19:00:12,14.44,14.67,,,,,,,,,,,,,,,,,,,
https://dps.report/3NmQ-20230919-190700_gors,2023.09.19,19:07:00,12.291,12.514,,,,,,,,,,,,,,,,,,,
https://dps.report/JJwB-20230919-190816_gors,2023.09.19,19:08:16,14.134,14.36,21.643,,,,,,,,,,,,,,,,,,
https://dps.report/xr16-20230919-191054_gors,2023.09.19,19:10:54,14.249,14.468,20.711,21.191,33.373,36.704,36.972,38.178,38.088,57.004,57.256,59.438,59.602,73.778,78.474,76.868,80.577,80.555,96.676,96.911,102.706
https://dps.report/q5m4-20230919-191617_gors,2023.09.19,19:16:17,13.231,13.485,20.597,21.555,,,,,,,,,,,,,,,,,
https://dps.report/fIJ9-20230919-191833_gors,2023.09.19,19:18:33,12.33,12.576,19.88,20.519,,,,,,,,,,,,,,,,,
https://dps.report/KD8p-20230919-191930_gors,2023.09.19,19:19:30,12.95,13.201,,,,,,,,,,,,,,,,,,,
https://dps.report/DZSO-20230919-192041_gors,2023.09.19,19:20:41,14.32,14.557,21.06,21.701,,,,,,,,,,,,,,,,,
https://dps.report/FueI-20230919-192305_gors,2023.09.19,19:23:05,13.798,14.059,20.604,20.754,35.544,38.742,36.249,37.263,38.701,58.405,58.65,60.047,60.592,78.043,80.553,73.95,76.648,80.517,96.494,96.719,
https://dps.report/Fmrd-20230919-192428_gors,2023.09.19,19:24:28,12.255,12.473,20.882,,,,,,,,,,,,,,,,,,
https://dps.report/fwcM-20230919-192615_gors,2023.09.19,19:26:15,14.025,14.238,20.732,20.905,36.009,32.794,34.697,36.203,36.172,55.178,55.427,59.746,,,,,,,,,
https://dps.report/tj6Y-20230919-192849_gors,2023.09.19,19:28:49,14.014,14.26,19.814,19.977,31.962,33.581,35.863,34.064,35.831,54.385,54.617,58.583,,,,,,,,,
https://dps.report/Q5M2-20230919-193001_gors,2023.09.19,19:30:01,12.139,12.357,,,,,,,,,,,,,,,,,,,
https://dps.report/tCho-20230919-193111_gors,2023.09.19,19:31:11,13.439,13.685,20.798,21.804,,,,,,,,,,,,,,,,,
https://dps.report/2MXE-20230922-191033_gors,2023.09.22,19:10:33,13.729,13.966,,,,,,,,,,,,,,,,,,,
https://dps.report/9WTX-20230922-191604_gors,2023.09.22,19:16:04,13.005,13.238,19.82,21.249,37.626,36.518,34.215,34.511,37.581,56.519,56.762,59.626,59.768,83.712,81.115,74.923,78.623,83.697,99.68,99.929,
https://dps.report/SRff-20230922-191806_gors,2023.09.22,19:18:06,14.151,14.393,20.567,20.713,35.97,31.772,35.269,32.966,35.878,,,,,,,,,,,,
https://dps.report/7K1D-20230922-192038_gors,2023.09.22,19:20:38,13.981,14.204,20.561,20.746,32.798,34.201,35.708,36.446,36.388,55.122,55.381,57.547,57.698,76.411,79.416,72.708,76.71,79.321,95.359,95.612,
https://dps.report/Q2fv-20230922-192149_gors,2023.09.22,19:21:49,13.435,13.691,20.319,,,,,,,,,,,,,,,,,,
https://dps.report/gu5V-20230922-192458_gors,2023.09.22,19:24:58,14.556,14.786,19.676,20.465,33.286,35.895,32.784,35.187,35.802,55.475,55.701,58.454,59.057,74.089,81.584,73.285,74.68,81.502,97.639,97.86,
https://dps.report/bqvm-20230922-192830_gors,2023.09.22,19:28:30,13.229,13.475,19.824,19.981,34.923,33.212,34.923,32.703,34.818,,,,,,,,,,,,
https://dps.report/G4zZ-20230922-193105_gors,2023.09.22,19:31:05,13.897,14.123,20.443,20.598,34.515,33.413,34.903,36.907,36.879,55.524,55.775,58.328,58.489,72.914,79.81,73.307,74.618,79.771,95.758,96.006,
https://dps.report/I3E9-20230922-193501_gors,2023.09.22,19:35:01,14.12,14.374,20.313,20.485,33.419,33.513,35.016,35.508,35.45,54.566,54.8,57.232,57.394,72.707,75.312,74.007,74.512,75.278,91.165,91.385,
https://dps.report/nJcy-20230922-193733_gors,2023.09.22,19:37:33,13.287,13.53,20.126,20.29,32.694,31.91,34.298,33.056,34.262,52.845,53.095,56.797,56.956,74.6,79.612,72.796,75.614,79.566,96.125,96.372,
https://dps.report/JWcS-20230922-194101_gors,2023.09.22,19:41:01,13.077,13.316,19.849,20.015,32.04,32.443,34.142,31.539,34.087,52.935,53.172,55.93,56.074,74.356,71.787,,,,,,
https://dps.report/Laei-20230922-194221_gors,2023.09.22,19:42:21,13.034,13.29,20.851,,,,,,,,,,,,,,,,,,
https://dps.report/BuO4-20230922-194422_gors,2023.09.22,19:44:22,13.32,13.564,20.563,20.725,30.475,31.582,35.881,35.378,35.779,54.68,54.935,57.332,57.481,,,,,,,,
https://dps.report/6YOO-20230922-194804_gors,2023.09.22,19:48:04,14.724,14.952,20.922,,,,,,,,,,,,,,,,,,
https://dps.report/LDpG-20230922-195040_gors,2023.09.22,19:50:40,12.961,13.21,19.571,19.716,32.35,32.652,37.255,32.544,37.196,55.918,56.15,57.836,57.997,71.852,79.054,71.646,74.46,78.977,94.728,94.97,101.668
https://dps.report/Hn5z-20230922-195808_gors,2023.09.22,19:58:08,14.109,14.328,20.234,20.401,30.247,31.438,34.248,32.944,34.19,53.017,53.258,56.448,56.595,69.256,73.457,72.355,74.051,74.031,90.696,90.918,
https://dps.report/IRiM-20230922-200042_gors,2023.09.22,20:00:42,13.27,13.5,20.247,20.392,32.312,32.029,34.919,33.946,34.839,56.144,56.384,,,,,,,,,,
https://dps.report/rOdD-20230922-200903_gors,2023.09.22,20:09:03,12.553,12.798,,,,,,,,,,,,,,,,,,,
https://dps.report/psO4-20230922-201156_gors,2023.09.22,20:11:56,14.161,14.399,19.934,20.084,31.697,32.906,33.304,31.002,33.214,52.365,52.605,55.487,55.645,71.32,72.701,72.313,73.417,73.334,89.701,89.913,98.231
https://dps.report/r319-20230922-201630_gors,2023.09.22,20:16:30,13.422,13.652,19.364,19.516,32.273,30.575,32.474,32.273,32.376,51.211,51.432,54.686,54.844,73.885,71.886,70.488,70.371,73.853,89.561,89.801,95.692
https://dps.report/uSYO-20230922-202136_gors,2023.09.22,20:21:36,13.414,13.634,20.602,20.766,30.149,35.242,33.45,36.352,36.341,57.681,57.911,,,,,,,,,,
https://dps.report/S1lT-20230922-202613_gors,2023.09.22,20:26:13,13.917,14.155,20.186,20.359,31.956,30.561,31.752,32.252,32.164,50.845,51.076,54.346,54.497,67.376,70.063,69.552,71.371,71.29,87.276,87.525,93.898
https://dps.report/AAVM-20230922-202823_gors,2023.09.22,20:28:23,,,,,,,,,,,,,,,,,,,,,
https://dps.report/HQQG-20230922-203046_gors,2023.09.22,20:30:46,13.267,13.518,20.35,20.538,32.159,31.258,33.385,32.455,33.359,52.395,52.63,55.378,55.514,73.563,74.659,70.265,72.161,74.552,90.709,90.968,96.087
https://dps.report/FOSV-20230922-203430_gors,2023.09.22,20:34:30,14.217,14.454,19.739,20.409,30.674,32.687,34.972,34.091,34.893,53.435,53.684,55.976,56.118,,,,,,,,
https://dps.report/4ZG9-20230922-203703_gors,2023.09.22,20:37:03,13.531,13.767,20.439,20.608,33.244,32.658,33.46,36.359,36.29,55.315,55.447,57.729,57.882,71.457,78.759,75.875,77.38,78.713,95.039,95.283,102.079
https://dps.report/SxkO-20230922-204037_gors,2023.09.22,20:40:37,14.18,14.401,20.294,20.46,33.206,34.506,35.318,36.102,36.058,54.824,55.056,56.496,56.658,72.618,72.817,71.505,73.408,73.384,91.732,91.963,95.343
https://dps.report/BDoR-20230922-204403_gors,2023.09.22,20:44:03,14.143,14.377,20.689,20.846,32.44,33.549,34.658,34.956,34.854,,,,,,,,,,,,
https://dps.report/aGYH-20230922-204834_gors,2023.09.22,20:48:34,12.789,13.04,20.598,20.759,33.07,33.157,33.466,36.665,36.611,55.842,56.081,58.629,58.782,,,,,,,,
https://dps.report/syD5-20230922-205131_gors,2023.09.22,20:51:31,14.377,14.609,20.001,20.163,31.704,34.098,32.695,32.4,34.048,53.605,53.854,56.084,56.247,,,,,,,,
https://dps.report/KuGb-20230922-205315_gors,2023.09.22,20:53:15,14.324,14.548,19.88,20.161,30.391,32.386,31.991,31.789,32.354,,,,,,,,,,,,
https://dps.report/ka0l-20230922-205626_gors,2023.09.22,20:56:26,13.603,13.851,20.315,20.629,31.412,36.926,32.411,32.813,36.89,,,,,,,,,,,,
https://dps.report/GP8X-20230922-205902_gors,2023.09.22,20:59:02,12.921,13.164,20.272,21.229,30.947,33.043,34.236,35.442,35.409,54.766,55.001,57.076,57.241,76.139,78.244,77.144,75.049,78.15,93.842,94.078,100.059
https://dps.report/szCn-20230924-173845_gors,2023.09.24,17:38:45,13.115,13.365,,,,,,,,,,,,,,,,,,,
https://dps.report/vto3-20230924-174140_gors,2023.09.24,17:41:40,14.758,15.008,20.554,20.838,34.626,35.626,36.653,36.234,36.619,55.63,55.873,57.866,58.04,74.139,75.933,73.84,,,,,
https://dps.report/31XH-20230924-174401_gors,2023.09.24,17:44:01,14.156,14.4,20.461,20.588,32.109,38.111,32.515,34.711,38.062,57.163,57.404,59.364,59.508,77.721,77.222,73.712,73.622,77.634,94.764,95.007,
https://dps.report/HD2T-20230924-174604_gors,2023.09.24,17:46:04,13.181,13.419,20.499,21.414,,,,,,,,,,,,,,,,,
https://dps.report/SKCh-20230924-174829_gors,2023.09.24,17:48:29,14.602,14.846,21.283,21.555,34.237,33.844,36.041,35.446,35.968,54.914,55.169,57.57,57.713,72.841,75.741,73.438,74.639,75.712,91.482,91.707,98.854
https://dps.report/n6Qj-20230924-175134_gors,2023.09.24,17:51:34,13.226,13.478,20.409,20.546,32.903,34.8,33.204,35.592,35.562,54.527,54.758,56.891,57.046,74.52,76.212,72.508,73.417,76.121,,,
https://dps.report/twwF-20230924-175533_gors,2023.09.24,17:55:33,14.522,14.763,20.525,20.683,34.881,32.279,34.282,35.88,35.774,54.88,55.137,57.886,58.036,73.987,73.891,74.589,72.986,74.555,91.15,91.415,
https://dps.report/IsbL-20230924-175641_gors,2023.09.24,17:56:41,12.999,13.242,20.484,21.333,,,,,,,,,,,,,,,,,
https://dps.report/JanF-20230924-175752_gors,2023.09.24,17:57:52,14.042,14.293,20.488,21.492,,,,,,,,,,,,,,,,,
https://dps.report/m9q0-20230924-180020_gors,2023.09.24,18:00:20,14.152,14.403,21.117,21.287,34.587,33.832,34.285,35.993,35.936,54.656,54.876,57.325,57.496,75.397,73.594,75.397,77.213,77.15,93.799,94.033,
https://dps.report/IxWm-20230924-180124_gors,2023.09.24,18:01:24,12.358,12.623,,,,,,,,,,,,,,,,,,,
https://dps.report/JoxM-20230924-180342_gors,2023.09.24,18:03:42,13.437,13.67,20.269,20.423,31.761,34.555,32.465,35.759,35.634,55.828,56.074,57.196,57.688,73.559,72.58,71.163,73.559,73.477,91.8,92.032,
https://dps.report/JhjP-20230924-180441_gors,2023.09.24,18:04:41,13.81,14.055,,,,,,,,,,,,,,,,,,,
https://dps.report/xAjH-20230924-180651_gors,2023.09.24,18:06:51,12.604,12.856,20.29,20.443,32.641,33.842,33.542,35.94,35.857,54.407,54.643,57.315,57.486,74.84,74.937,74.545,71.34,74.84,,,
https://dps.report/WfkX-20230924-180947_gors,2023.09.24,18:09:47,14.509,14.763,19.951,20.121,33.056,32.848,29.845,33.852,33.762,52.947,53.201,55.23,55.401,69.952,73.46,71.359,70.657,73.394,89.908,90.152,95.479
https://dps.report/DmGI-20230924-181228_gors,2023.09.24,18:12:28,12.952,13.202,,,,,,,,,,,,,,,,,,,
https://dps.report/InUa-20230924-181425_gors,2023.09.24,18:14:25,13.812,14.056,20.492,21.371,,,,,,,,,,,,,,,,,
https://dps.report/ko1l-20230924-181620_gors,2023.09.24,18:16:20,14.091,14.309,19.918,20.089,32.539,35.653,31.13,34.348,35.611,54.198,54.451,56.451,56.611,71.537,,,,,,,
https://dps.report/2IsV-20230924-181848_gors,2023.09.24,18:18:48,14.389,14.638,21.432,21.588,34.47,34.47,33.37,34.678,34.597,54.276,54.507,56.553,57.073,70.567,72.182,74.18,72.696,74.164,91.05,91.279,97.018
https://dps.report/HCUl-20230924-182159_gors,2023.09.24,18:21:59,,,,,,,,,,,,,,,,,,,,,
https://dps.report/g7BZ-20230924-182259_gors,2023.09.24,18:22:59,14.446,14.683,,,,,,,,,,,,,,,,,,,
https://dps.report/UaSR-20230924-182430_gors,2023.09.24,18:24:30,14.515,14.762,21.492,21.659,37.077,33.878,33.973,34.589,37.059,,,,,,,,,,,,
https://dps.report/RZiU-20230924-182535_gors,2023.09.24,18:25:35,12.811,13.051,,,,,,,,,,,,,,,,,,,
https://dps.report/PnOk-20230924-182720_gors,2023.09.24,18:27:20,,,,,,,,,,,,,,,,,,,,,
https://dps.report/fB3P-20230924-182831_gors,2023.09.24,18:28:31,12.322,12.549,20.313,20.748,,,,,,,,,,,,,,,,,
https://dps.report/ZKb2-20230924-183425_gors,2023.09.24,18:34:25,13.472,13.719,20.306,20.462,32.776,32.197,34.487,32.981,34.472,53.554,53.781,56.135,56.314,71.69,72.387,71.318,71.889,72.344,88.583,88.823,
https://dps.report/xtdJ-20230924-183604_gors,2023.09.24,18:36:04,14.199,14.447,20.622,20.929,32.862,33.068,36.262,33.959,36.173,,,,,,,,,,,,
https://dps.report/AEtX-20230924-184244_gors,2023.09.24,18:42:44,14.333,14.57,,,,,,,,,,,,,,,,,,,
https://dps.report/qcnL-20230924-184358_gors,2023.09.24,18:43:58,14.243,14.501,20.964,21.615,,,,,,,,,,,,,,,,,
https://dps.report/xihF-20230924-184553_gors,2023.09.24,18:45:53,14.402,14.661,21.001,21.161,33.722,35.821,38.619,35.325,38.567,57.169,57.403,60.303,60.458,,,,,,,,
https://dps.report/8DcS-20230924-184731_gors,2023.09.24,18:47:31,13.485,13.724,19.968,20.969,32.562,32.758,33.668,32.261,33.576,54.761,,,,,,,,,,,
https://dps.report/IRO2-20230924-184929_gors,2023.09.24,18:49:29,14.477,14.724,,,,,,,,,,,,,,,,,,,
https://dps.report/Sjo7-20230924-185241_gors,2023.09.24,18:52:41,14.798,15.039,20.802,20.966,31.977,34.697,34.277,31.894,34.612,53.412,53.649,55.317,55.492,69.29,71.417,68.388,72.087,72.041,89.851,90.093,93.397
https://dps.report/NLyK-20230924-185642_gors,2023.09.24,18:56:42,14.001,14.244,20.923,21.078,34.224,34.501,34.501,38.798,38.759,,,,,,,,,,,,
https://dps.report/kG55-20230924-185751_gors,2023.09.24,18:57:51,12.798,13.044,,,,,,,,,,,,,,,,,,,
https://dps.report/2nsc-20230924-185855_gors,2023.09.24,18:58:55,14.341,14.57,,,,,,,,,,,,,,,,,,,
https://dps.report/fctu-20230924-190104_gors,2023.09.24,19:01:04,14.827,15.072,20.062,20.211,32.527,32.636,34.841,33.83,34.751,54.038,54.26,55.296,55.47,68.341,69.045,68.955,70.744,70.667,,,
https://dps.report/7p06-20230924-190210_gors,2023.09.24,19:02:10,12.516,12.767,20.367,,,,,,,,,,,,,,,,,,
https://dps.report/Oj0X-20230924-190417_gors,2023.09.24,19:04:17,13.21,13.441,20.336,20.499,,,,,,,,,,,,,,,,,
https://dps.report/ROrD-20230924-190636_gors,2023.09.24,19:06:36,14.323,14.559,20.53,20.687,33.2,35.801,35.696,33.602,35.697,55.564,55.803,56.697,57.372,69.714,75.822,70.505,72.217,75.801,92.041,92.29,
https://dps.report/DjSG-20230924-190836_gors,2023.09.24,19:08:36,13.534,13.76,20.377,20.89,,,,,,,,,,,,,,,,,
https://dps.report/6tb0-20230924-191039_gors,2023.09.24,19:10:39,14.247,14.486,20.448,20.606,33.317,33.215,35.714,35.903,35.865,,,,,,,,,,,,
https://dps.report/4ZlH-20230924-191216_gors,2023.09.24,19:12:16,14.245,14.489,20.412,20.568,31.901,32.817,33.604,33.105,33.57,55.041,55.279,,,,,,,,,,
https://dps.report/4XmF-20230924-191459_gors,2023.09.24,19:14:59,14.5,14.748,,,,,,,,,,,,,,,,,,,
https://dps.report/N5kz-20230924-191609_gors,2023.09.24,19:16:09,14.644,14.895,21.12,22.03,,,,,,,,,,,,,,,,,
https://dps.report/XxJJ-20230924-191748_gors,2023.09.24,19:17:48,14.322,14.564,20.255,20.412,32.291,32.696,32.1,33.193,33.084,52.21,52.44,,,,,,,,,,
https://dps.report/QbFm-20230924-191951_gors,2023.09.24,19:19:51,14.683,14.931,20.828,20.985,33.272,33.166,33.662,34.36,34.319,53.07,53.313,55.521,55.668,72.774,69.473,71.291,,,,,
https://dps.report/RUxW-20230924-192052_gors,2023.09.24,19:20:52,,,,,,,,,,,,,,,,,,,,,
https://dps.report/d07s-20230924-192157_gors,2023.09.24,19:21:57,14.057,14.285,20.856,21.541,,,,,,,,,,,,,,,,,
https://dps.report/3N0l-20230924-192309_gors,2023.09.24,19:23:09,13.795,14.037,20.566,21.157,,,,,,,,,,,,,,,,,
https://dps.report/mjh7-20230924-192422_gors,2023.09.24,19:24:22,14.073,14.322,21.233,21.402,,,,,,,,,,,,,,,,,
https://dps.report/UKUe-20230924-192644_gors,2023.09.24,19:26:44,13.807,14.052,20.92,21.094,34.22,32.719,34.938,33.628,34.862,54.114,54.373,55.7,55.836,68.634,71.824,71.327,70.23,71.726,89.73,89.972,93.753
https://dps.report/FISe-20230924-193008_gors,2023.09.24,19:30:08,14.327,14.547,18.752,18.924,33.849,31.568,39.969,39.644,39.842,,,,,,,,,,,,
https://dps.report/fJ8n-20230924-193117_gors,2023.09.24,19:31:17,,,,,,,,,,,,,,,,,,,,,
https://dps.report/4WXz-20230924-193359_gors,2023.09.24,19:33:59,13.953,14.195,18.768,18.911,31.736,32.343,35.14,37.04,37.01,55.6,55.846,60.007,60.164,83.941,75.943,76.967,77.262,83.833,100.168,100.41,104.86
